1,0.000900,0.000400,0.000300,0.000200,0.000200,0.000200,0.000300,0.000200,0.000200,0.000200,
2,0.000300,0.000200,0.000300,0.000300,0.000300,0.000200,0.000300,0.000300,0.000300,0.000300,
3,0.000300,0.000200,0.000300,0.000300,0.000300,0.000200,0.000300,0.000300,0.000500,0.000300,
4,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000200,0.000200,0.000300,
5,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000400,0.000400,0.000300,0.000200,
6,0.000400,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,
7,0.000400,0.000300,0.000300,0.000300,0.001000,0.000200,0.000100,0.000100,0.000000,0.000100,
8,0.000200,0.000100,0.000100,0.000100,0.000200,0.000100,0.000100,0.000100,0.000100,0.000100,
9,0.000200,0.000100,0.000200,0.000100,0.000200,0.000200,0.000100,0.000100,0.000100,0.000100,
10,0.000200,0.000100,0.000200,0.000100,0.000100,0.000100,0.000100,0.000100,0.000200,0.000100,
11,0.000200,0.000100,0.000200,0.000100,0.000100,0.000200,0.000100,0.000100,0.000100,0.000200,
12,0.000200,0.000100,0.000200,0.000100,0.000200,0.000100,0.000100,0.000200,0.000100,0.000100,
13,0.000200,0.000200,0.000100,0.000200,0.000100,0.000200,0.000200,0.000100,0.000100,0.000100,
14,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000100,0.000200,0.000100,0.000200,
15,0.000200,0.000200,0.000100,0.000100,0.000200,0.000100,0.000200,0.000100,0.000200,0.000300,
16,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,
17,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,
18,0.000300,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,
19,0.000300,0.000300,0.000200,0.000200,0.000300,0.000200,0.000200,0.000200,0.000200,0.000300,
20,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000200,0.000200,0.000300,0.000300,
21,0.000300,0.000300,0.000200,0.000200,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,
22,0.000300,0.000400,0.000300,0.000300,0.000300,0.000200,0.000300,0.000300,0.000300,0.000200,
23,0.000400,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,
24,0.000400,0.000400,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,0.000300,
25,0.000400,0.000400,0.000300,0.000400,0.000300,0.000300,0.000300,0.000300,0.000400,0.000400,
50,0.001500,0.001000,0.001400,0.001300,0.001300,0.001300,0.001200,0.001300,0.001300,0.001300,
75,0.003000,0.001800,0.001700,0.002900,0.002900,0.002900,0.003000,0.002800,0.002900,0.002700,
100,0.005100,0.005100,0.005100,0.004900,0.005000,0.005200,0.005100,0.005100,0.004700,0.005100,
150,0.009800,0.009800,0.009400,0.009800,0.009600,0.007700,0.005700,0.009400,0.009300,0.010100,
200,0.015400,0.014400,0.014700,0.013900,0.015400,0.017900,0.013100,0.014100,0.014500,0.012300,
250,0.020800,0.019900,0.020500,0.019600,0.019900,0.019300,0.021000,0.022700,0.019900,0.020900,
300,0.026200,0.027000,0.029200,0.024800,0.028000,0.026600,0.027400,0.027100,0.027100,0.027000,
350,0.035300,0.034700,0.035100,0.035300,0.035800,0.036000,0.036500,0.035300,0.038400,0.035500,
400,0.045500,0.044500,0.043600,0.044600,0.033600,0.042500,0.044800,0.040000,0.044400,0.043600,
450,0.053900,0.055200,0.052700,0.048500,0.051900,0.054500,0.056100,0.053600,0.054800,0.055900,
500,0.051600,0.060100,0.064500,0.066600,0.061600,0.064000,0.051600,0.063300,0.058800,0.065000,
550,0.077200,0.072600,0.079200,0.075500,0.073800,0.076200,0.070900,0.076900,0.075600,0.071700,
600,0.085600,0.083900,0.090500,0.089000,0.093100,0.083600,0.091400,0.091600,0.090800,0.088600,
650,0.104900,0.097100,0.103500,0.096900,0.106300,0.084600,0.099000,0.101800,0.101900,0.105800,
700,0.113500,0.106500,0.113300,0.120000,0.112800,0.110500,0.118700,0.113400,0.114500,0.113100,
750,0.128000,0.134400,0.129400,0.135100,0.127400,0.119200,0.127900,0.126200,0.126200,0.127200,
800,0.151900,0.142400,0.142200,0.140400,0.151000,0.150600,0.140900,0.137100,0.146000,0.138000,
850,0.169600,0.159300,0.163200,0.157700,0.141700,0.170100,0.164800,0.162100,0.163800,0.159100,
900,0.178200,0.221700,0.184100,0.187700,0.176400,0.175300,0.177600,0.185900,0.179800,0.172900,
950,0.199200,0.195300,0.192400,0.188700,0.202500,0.189900,0.257600,0.176200,0.200500,0.196000,
1000,0.251200,0.195200,0.287100,0.222800,0.201200,0.206200,0.192100,0.218400,0.216500,0.218700,
2000,0.805800,0.778100,0.833400,0.785900,0.770200,0.774300,0.761500,0.810700,0.782200,0.805500,
3000,1.738500,1.743300,1.769100,1.726700,1.737900,1.712100,1.696000,1.700700,1.709500,1.708300,
4000,3.050800,3.103000,3.055300,2.994900,3.036600,3.048200,3.072000,3.153100,3.079300,3.116000,
5000,4.826600,4.731200,4.751200,4.735400,4.759900,4.733900,4.777400,4.767100,4.790800,4.733100,
6000,7.791700,6.833000,6.849300,6.858200,6.768000,6.750100,6.845900,6.763600,6.763300,6.800400,
7000,9.260200,9.169800,9.286600,9.213500,9.207500,9.217800,9.301100,9.229800,9.191200,9.298500,
8000,12.579700,12.235300,12.159100,12.045100,12.053600,12.008300,11.971700,12.025300,11.946600,12.041300,
9000,15.184500,15.240300,15.269000,15.257400,16.337300,15.240900,15.192500,15.131700,15.278000,15.162100,
10000,21.401400,23.247900,20.297700,18.711300,18.657500,18.682300,19.403900,18.949900,18.739600,18.754700,
20000,74.902300,75.031500,75.258500,74.872800,74.701600,74.795200,76.765200,79.711600,75.116800,83.014800,
30000,176.144600,168.991000,169.372100,169.669800,169.677300,169.278800,169.035200,169.484400,175.715600,167.785500,
40000,300.257600,307.407500,301.803600,318.542500,305.760700,298.379100,299.804600,308.819300,302.828900,314.904700,
50000,485.941200,475.201300,474.359400,488.436000,473.466100,469.419900,575.905900,757.577900,818.806700,681.400500,
60000,703.085400,680.884200,700.577500,765.700000,736.980500,697.118100,700.964900,685.959600,682.778900,699.906000,
70000,948.852900,934.376300,946.350700,1020.512200,976.597200,936.206500,937.422600,964.399000,956.088800,937.437200,
80000,1260.429000,1238.421500,1230.983100,1259.955100,1234.237100,1242.955400,1270.349200,1240.065200,1233.796700,1253.979400,
90000,1618.132400,1585.467600,1552.386600,1558.193000,1566.140900,1553.871900,1592.882300,1539.661900,1542.110600,1536.738100,
100000,1917.079700,1955.770200,1931.355400,1942.070000,1925.120500,1924.267900,1917.732000,1889.234500,1910.588500,1902.134300,
200000,7691.976800,7663.111500,7652.527400,7667.343000,7729.192200,7741.558800,7820.907400,7905.988400,7743.883300,7817.479200,
300000,17586.113600,17535.190800,17706.609700,17657.858500,17768.753100,17790.754700,17739.990200,17882.772500,17512.112000,17696.561900,
400000,31099.937600,30861.237700,30940.208500,30767.115200,30889.018000,31083.516900,31336.907900,31124.024400,31718.897000,31340.520100,
500000,49357.321800,48642.592500,48444.530200,48087.173100,48655.186700,49377.466700,48992.252300,48468.789800,48713.207000,48647.252100,
600000,69539.132700,70727.987600,70934.479400,70525.070200,70052.779200,69456.763400,70113.865900,70146.919000,70383.086500,71110.609300,
700000,95240.386800,96554.692400,96360.784700,96238.877500,93452.198700,93933.856500,94422.741500,93848.333400,93525.000700,94355.891900,
800000,123317.602400,122265.965800,122783.221800,123121.230300,122212.308400,122849.536200,123394.609800,122254.279100,122795.281900,123091.227100,
900000,154836.881600,155770.776200,155130.615800,155721.180100,155151.768000,154937.278800,156000.004600,154891.254600,156053.095000,155412.054000,
1000000,192373.367700,191730.304700,192945.968800,191307.218000,192969.984200,192450.310000,194358.803000,194930.010900,192096.236900,191755.791800,
