1,0.002100,0.000500,0.000500,0.000300,0.000400,0.000300,0.000300,0.000300,0.000400,0.000400,
2,0.001200,0.001100,0.001100,0.001000,0.010400,0.001000,0.002100,0.001100,0.001000,0.001000,
3,0.001400,0.001200,0.001300,0.001100,0.001300,0.001200,0.001400,0.001300,0.001300,0.001300,
4,0.001500,0.002100,0.001400,0.001700,0.002100,0.001200,0.001200,0.001100,0.001200,0.001100,
5,0.002100,0.001800,0.001900,0.002000,0.002100,0.002000,0.002000,0.002000,0.002000,0.002000,
6,0.002100,0.002100,0.002000,0.001800,0.001800,0.002000,0.002000,0.001900,0.002000,0.002000,
7,0.002500,0.002300,0.002100,0.002200,0.002300,0.002200,0.002100,0.002000,0.002200,0.002100,
8,0.002600,0.002500,0.002600,0.002500,0.002400,0.002800,0.002500,0.002300,0.002400,0.002200,
9,0.003700,0.003400,0.003500,0.003600,0.003300,0.003500,0.003600,0.003400,0.003400,0.003400,
10,0.003800,0.003500,0.004100,0.003600,0.003500,0.003700,0.003700,0.003500,0.004200,0.003500,
11,0.004100,0.004000,0.004100,0.004100,0.004100,0.004300,0.004000,0.004100,0.004000,0.004000,
12,0.005700,0.005200,0.005100,0.005000,0.005100,0.006400,0.005200,0.005000,0.005100,0.005000,
13,0.010500,0.007100,0.006500,0.006400,0.019900,0.006600,0.012200,0.006000,0.006000,0.006400,
14,0.008200,0.007900,0.001900,0.000800,0.000600,0.000500,0.000600,0.000500,0.000600,0.000500,
15,0.000800,0.000700,0.000600,0.000700,0.000500,0.000600,0.000500,0.000500,0.000500,0.000500,
16,0.000600,0.000500,0.000400,0.000700,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,
17,0.000800,0.000600,0.000600,0.000600,0.000700,0.000700,0.000600,0.000700,0.000700,0.000600,
18,0.000800,0.000700,0.000600,0.000700,0.000600,0.000600,0.000600,0.000600,0.000700,0.003900,
19,0.000900,0.000700,0.000900,0.000800,0.000700,0.000700,0.000700,0.000600,0.000700,0.000700,
20,0.000900,0.000800,0.000800,0.000700,0.000600,0.000600,0.000800,0.000800,0.000700,0.000600,
21,0.000900,0.000900,0.000800,0.000800,0.000700,0.000800,0.000700,0.000800,0.000800,0.000800,
22,0.001000,0.000900,0.000900,0.000900,0.000900,0.000800,0.000700,0.001200,0.000800,0.001000,
23,0.001000,0.000900,0.000800,0.000900,0.000900,0.001000,0.000900,0.000800,0.000900,0.000900,
24,0.001200,0.001100,0.001100,0.001000,0.000900,0.001000,0.000900,0.000900,0.001000,0.001000,
25,0.001600,0.001200,0.001100,0.001000,0.001000,0.001100,0.001000,0.001000,0.001200,0.001000,
50,0.003400,0.003300,0.003100,0.002900,0.003500,0.003300,0.003000,0.003300,0.002900,0.003100,
75,0.006000,0.006000,0.005600,0.005900,0.005900,0.006100,0.009900,0.005500,0.005900,0.005900,
100,0.011700,0.026500,0.017300,0.011600,0.011800,0.012100,0.011700,0.011500,0.011000,0.011800,
150,0.023300,0.023400,0.023100,0.026400,0.022500,0.022100,0.021800,0.021300,0.021900,0.021300,
200,0.047900,0.044900,0.042400,0.044500,0.044500,0.042100,0.045300,0.042000,0.045900,0.044800,
250,0.071900,0.073500,0.074400,0.069700,0.074600,0.074900,0.074900,2.343100,0.065900,0.200200,
300,0.189300,0.152000,0.147100,0.145500,0.142900,0.144900,0.146600,0.176600,0.156300,0.167700,
350,0.166300,0.200400,0.163900,0.207100,0.206000,0.168100,0.160000,0.188600,0.167800,0.146400,
400,0.155200,0.158500,0.175500,0.156400,0.155400,0.166200,0.155000,0.157800,0.155900,0.155100,
450,0.165100,0.163300,0.171300,0.165900,0.064600,0.060400,0.058700,0.048200,0.050600,0.053600,
500,0.066300,0.064100,0.062100,0.061600,0.063100,0.064200,0.064700,0.064200,0.068600,0.070800,
550,0.116100,0.140100,0.083100,0.087100,0.082200,0.086400,0.086400,0.082900,0.088000,0.130100,
600,0.110500,0.089500,0.087800,0.098000,0.097300,0.098800,0.102400,1.657900,0.092800,0.095100,
650,0.136200,0.112500,0.120000,0.130900,0.116400,0.112200,0.120300,0.130300,0.123800,0.118200,
700,0.142200,0.140500,0.140200,0.160400,0.150700,0.142000,0.149900,0.141200,0.140100,0.136800,
750,0.180200,0.153000,0.158800,0.947600,0.160200,0.152300,0.162400,0.165200,0.152000,0.153900,
800,0.168500,0.172600,0.167000,0.183100,0.173000,0.172300,0.185300,0.182200,0.191300,0.173900,
850,0.203400,0.214200,0.222800,0.243700,0.234600,0.397800,0.387900,0.390000,0.381200,0.389000,
900,0.944900,0.651200,0.665100,0.617700,0.609400,0.456200,0.442100,0.436500,0.440000,0.455600,
950,2.612300,0.490600,0.500800,0.494800,0.491400,0.476200,0.493100,0.494700,0.486700,0.490100,
1000,0.554700,0.545400,0.545000,0.545200,0.538200,0.533700,0.546500,0.534000,0.535800,0.615400,
2000,2.315800,2.253900,2.272400,2.248200,2.260600,2.341500,2.453200,2.297100,2.323600,2.268000,
3000,5.053600,4.997200,5.055700,5.022300,5.556600,5.088800,5.152800,5.039800,4.933000,4.919300,
4000,9.962000,8.947800,8.839500,9.146200,8.924100,8.898300,9.296700,7.631900,5.116000,8.388500,
5000,14.436300,7.074800,7.853900,7.814300,8.111100,7.840600,7.981100,7.073800,7.500900,7.011700,
6000,14.686500,12.286400,13.503300,11.585200,11.317200,11.323900,11.377100,10.173200,11.561800,11.357600,
7000,16.876600,15.762500,15.446800,15.232800,15.175300,15.588200,15.788800,16.451200,14.992800,15.975100,
8000,20.735700,20.380300,21.599400,20.229700,20.644600,19.742700,19.817500,22.488600,19.763800,19.682300,
9000,25.999500,26.154600,26.904900,25.581900,25.363100,25.455200,25.641100,25.596700,25.418500,26.999000,
10000,32.227900,31.998100,30.552000,34.161700,32.453800,31.979000,32.871500,31.261800,31.375400,32.938500,
20000,126.155300,121.653600,126.395000,126.876600,133.221800,127.384900,144.589700,129.513800,129.364100,127.244500,
30000,291.458800,285.766800,282.406600,280.801000,284.822200,289.185000,277.535000,292.929500,285.332700,283.186800,
40000,499.603400,504.105600,524.897200,508.595500,509.935300,499.368700,504.025700,508.522000,508.711900,502.004000,
50000,782.705200,800.600000,805.264200,782.393500,782.773200,794.719900,787.093700,782.635500,789.986200,788.088700,
60000,1146.665300,1129.956200,1134.507200,1151.042700,1127.035800,1155.907900,1171.503200,1166.993100,1169.511300,1165.569500,
70000,1578.356700,1563.393800,1539.327500,1549.309800,1557.182500,1521.526600,1544.051800,1515.590700,1537.747200,1565.484700,
80000,2007.036800,2023.182500,1986.260400,2020.317800,1997.501300,1999.732400,1998.360500,2038.376000,2031.383300,1989.127200,
90000,2532.359300,2519.044300,2512.711600,2550.658100,2532.221000,2532.891300,2578.573400,2506.815500,2525.882900,2528.069000,
100000,3118.463500,3126.387200,3098.532000,3131.044600,3148.128100,3136.030500,3127.159900,3103.748700,3111.887700,3117.499000,
