1,0.000900,0.000100,0.000000,0.000100,0.000000,0.000000,0.000100,0.000000,0.000100,0.000000,
2,0.000100,0.000100,0.000000,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,
3,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000100,0.000000,
4,0.000200,0.000100,0.000200,0.000200,0.000100,0.000200,0.000100,0.000100,0.000100,0.000100,
5,0.000200,0.000200,0.000200,0.000100,0.000200,0.000100,0.000100,0.000200,0.000100,0.000100,
6,0.000200,0.000200,0.000200,0.000200,0.000100,0.000200,0.000300,0.000100,0.000200,0.000100,
7,0.000300,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,
8,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,0.000200,
9,0.000300,0.000300,0.000200,0.000300,0.000300,0.000200,0.000200,0.000300,0.000200,0.000300,
10,0.000300,0.000300,0.000300,0.000300,0.000300,0.000200,0.000200,0.000300,0.000300,0.000400,
11,0.000300,0.001200,0.000300,0.000400,0.000200,0.000200,0.000300,0.000300,0.000300,0.000400,
12,0.000900,0.000400,0.000300,0.000400,0.000400,0.000300,0.000400,0.000400,0.000400,0.000200,
13,0.000400,0.000400,0.000300,0.000300,0.000400,0.000400,0.000400,0.000400,0.000300,0.000300,
14,0.000400,0.000400,0.000400,0.000400,0.000300,0.000400,0.000400,0.000300,0.000500,0.000400,
15,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,0.000400,
16,0.000400,0.000500,0.000500,0.000400,0.000500,0.000500,0.000500,0.000500,0.000400,0.000300,
17,0.000500,0.000400,0.000500,0.000500,0.000500,0.000400,0.000400,0.000500,0.000500,0.000400,
18,0.000500,0.000500,0.000500,0.000500,0.000500,0.000400,0.000500,0.000400,0.000500,0.000500,
19,0.000500,0.000500,0.000500,0.000500,0.000500,0.000500,0.000500,0.000500,0.000500,0.000500,
