1,0.002200,0.000400,0.000300,0.000300,0.000200,0.000300,0.000200,0.000300,0.000200,0.000200,
2,0.008500,0.001200,0.001100,0.001000,0.000900,0.001000,0.001000,0.001000,0.001000,0.001000,
3,0.001400,0.001400,0.001500,0.001300,0.001300,0.001300,0.001300,0.001300,0.001400,0.001300,
4,0.001600,0.001600,0.001400,0.001400,0.001500,0.001500,0.001300,0.001700,0.001400,0.001400,
5,0.001800,0.001500,0.001200,0.001700,0.001600,0.001600,0.001700,0.001100,0.001600,0.001400,
6,0.002000,0.002100,0.001600,0.001600,0.001800,0.001600,0.005400,0.002000,0.001900,0.002000,
7,0.004900,0.001900,0.002200,0.002500,0.012900,0.001300,0.001400,0.001200,0.001500,0.001300,
8,0.001500,0.001500,0.001700,0.001500,0.001400,0.001400,0.001300,0.001300,0.001400,0.001200,
9,0.001900,0.001600,0.001700,0.001500,0.005400,0.004300,0.001700,0.004200,0.002000,0.003300,
10,0.011800,0.001500,0.001200,0.001300,0.006300,0.000800,0.000800,0.000700,0.000700,0.000700,
11,0.000700,0.000700,0.000700,0.000700,0.000700,0.000600,0.000800,0.000700,0.000600,0.000600,
12,0.001100,0.000800,0.000800,0.000700,0.000800,0.000700,0.000700,0.000600,0.000700,0.000700,
13,0.000800,0.000800,0.000800,0.000900,0.012300,0.000900,0.000700,0.007300,0.000700,0.000800,
14,0.000900,0.001000,0.000700,0.000800,0.000800,0.000700,0.000800,0.000600,0.000900,0.000800,
15,0.001000,0.013600,0.001400,0.000900,0.000900,0.000900,0.000800,0.000800,0.000800,0.000800,
16,0.000800,0.001000,0.000900,0.000900,0.000900,0.000800,0.000900,0.000800,0.000800,0.000800,
17,0.000900,0.001000,0.000900,0.000900,0.000900,0.001000,0.000900,0.001000,0.000900,0.000900,
18,0.001000,0.001000,0.001000,0.001000,0.001000,0.000900,0.000900,0.000900,0.001300,0.001000,
19,0.001000,0.000900,0.001100,0.001200,0.001400,0.000900,0.000900,0.001000,0.001000,0.001000,
